発売日,出版社,シリーズ名・書名,著者,予価,
5,アルファポリス発行／星雲社発売,アンダルシュCOMICS,掌中の花明かり,日巻いと,748,
5,アルファポリス発行／星雲社発売,アンダルシュCOMICS,腐男子の俺が陽キャ幼馴染に迫られてる件,雪潮にぎり,748,
5,アルファポリス発行／星雲社発売,アンダルシュCOMICS,翡翠の竜と最後の生贄,げそたると,748,
18,彗星社発行／星雲社発売,Clair TLcomics,王子の本命は悪役令嬢（３）,Ｒｅ：ｍｉｍｕ,748,
18,彗星社発行／星雲社発売,Clair TLcomics,甘い懲罰　SCARLET～私は看守専用ペット（４）,いづみ翔,748,
18,彗星社発行／星雲社発売,Clair TLcomics,「お前の弱点、突いてイイ？」～元ヤン上司の極上タイマンSEX（上）,あすか,748,
18,彗星社発行／星雲社発売,Clair TLcomics,「お前の弱点、突いてイイ？」～元ヤン上司の極上タイマンSEX（下）,あすか,748,
18,彗星社発行／星雲社発売,Clair TLcomics,終電後、カプセルホテルで、上司に微熱伝わる夜。（７）,Ｍｅｇ,748,
18,彗星社発行／星雲社発売,Clair TLcomics,カラダが恋する契約結婚～冨永夫妻は今夜も離婚できません。（２）,いち,748,
18,彗星社発行／星雲社発売,Continuer.,あまやかして！雄っぱいメイドくん,三坂ニウム,748,
18,彗星社発行／星雲社発売,Continuer.,ミィユは死んだ恋人を喚び戻したかった,阿仁谷ユイジ,748,
20,アルファポリス発行／星雲社発売,アルファポリスCOMICS,さようなら竜生、こんにちは人生（10）,くろの／永島ひろあき,748,
20,アルファポリス発行／星雲社発売,アルファポリスCOMICS,愛され王子の異世界ほのぼの生活（３）,華尾ス太郎／霜月雹花,748,
20,アルファポリス発行／星雲社発売,アルファポリスCOMICS,居酒屋ぼったくり（８）,しわすだ／秋川滝美,748,
20,アルファポリス発行／星雲社発売,アルファポリスCOMICS,黒のグロテスク（１）,ムジハ,748,
20,アルファポリス発行／星雲社発売,アルファポリスCOMICS,神に愛された子（５）,氷野広真／鈴木カタル,748,
20,アルファポリス発行／星雲社発売,アルファポリスCOMICS,物語の中の人（10）,黒百合姫／田中二十三,748,
26,アルファポリス発行／星雲社発売,レジーナCOMICS,可愛い義妹が婚約破棄されたらしいので、今から「御礼」に参ります。（１）,桜井しおり／春先あみ,748,
28,MUGENUP発行／星雲社発売,エクレアコミック,密書でござる！―隠密大江戸春情録―（２）,斑月,798,
28,MUGENUP発行／星雲社発売,エクレアコミック,好きにきまっとろーもん！,まめなえ,798,
26,青林工藝舎,アックス（152）,吉泉知彦ほか,1100,
7,東京漫画社,マーブルコミックス,さんかくトワイライト,はかた,750,
7,東京漫画社,マーブルコミックス,オレ様な同級生の眷属になりました,はかた,760,
27,東京漫画社,Cab（85）,アンソロジー,1000,
14,SBクリエイティブ,GAコミック,転生魔王の大誤算　～有能魔王軍の世界征服最短ルート～（コミック・完１）,ゆめらん／あわむら赤光ほか,693,
12,アース・スターエンターテイメント,アース・スター　コミックス,メイドなら当然です。～万能メイド、濡れ衣かぶって旅に出る。～（１）,熊谷綾人／三上康明ほか,660,
12,アース・スターエンターテイメント,アース・スター　コミックス,灼熱の魔女様の楽しい温泉領地経営　～魔力ゼロで辺境に追放されましたが、災厄級のあたためスキルで温泉帝国つくっちゃいます～（１）,むぎちゃぽよこ／海野アロイほか,660,
12,アース・スターエンターテイメント,アース・スター　コミックス,転生した大聖女は、聖女であることをひた隠す　A Tale of The Great Saint（８）,青辺マヒト／十夜ほか,660,
12,アース・スターエンターテイメント,アース・スター　コミックス,ヤマノススメ（23）,しろ,660,
1,大洋図書,H＆C Comics／iHertZシリーズ,友達はキスをしない！　2nd（仮）,参号ミツル,825,
1,大洋図書,H＆C Comics／iHertZシリーズ,ブラットテイマー／キング（仮）,キタハラリイ,825,
4,竹書房,バンブーコミックス,ねこもんすたー　ニャーオ！,ぱんだにあ,990,
5,竹書房,バンブーコミックス　潤恋オトナセレクション,眼鏡男子のお気に入り　茶葉店店主の溺愛独占欲（上）,モユ／西條六花,825,
5,竹書房,バンブーコミックス　潤恋オトナセレクション,眼鏡男子のお気に入り　茶葉店店主の溺愛独占欲（下）,モユ／西條六花,825,
6,竹書房,バンブーコミックス,栽培女神！　理想郷を修復しよう（１）,那伊木達也／すずの木くろ,781,
6,竹書房,バンブーコミックス,チート薬師のスローライフ（９）,ケンノジ／春乃えり,781,
6,竹書房,バンブーコミックス,異世界ジビエ飯　食わず嫌いエルフをおもてなす（２）,田辺崇,803,
6,竹書房,バンブーコミックス,殴りテイマーの異世界生活　～後衛なのに前衛で戦う魔物使い～（４・完完）,くろかた／Ｍカフェ,803,
6,竹書房,バンブーコミックス,勇者にみんな寝取られたけど諦めずに戦おう。きっと最後は俺が勝つ。（１）,みずやん／さとう,803,
6,竹書房,バンブーコミックス,女魔術師さん、元の世界へ還るためにがんばります（２）,伊巻てん／若宮てれさ,803,
6,竹書房,バンブーコミックス,萌え豚転生　～悪徳商人だけど勇者を差し置いて異世界無双してみた～（２）,神通力／凪庵,803,
6,竹書房,バンブーコミックス,人質生活から始めるスローライフ（１）,小賀いちご／森名尚,803,
6,竹書房,バンブーコミックス,魔剣師の魔剣による魔剣のためのハーレムライフ（５）,伏（龍）／小島紗,803,
6,竹書房,バンブーコミックス,虚空の天使　～迷宮放逐から始まる異世界攻略～（１）,木口なん／朝日暁音,803,
6,竹書房,バンブーコミックス,パトラと鉄十字（５・完完）,真鍋譲治,803,
6,竹書房,バンブーコミックス,神山先輩にはだまされない,杏,792,
6,竹書房,バンブーコミックス　麗人uno!,やらかしヒモ男のおしおきライブ配信中！,和良比もち,803,
17,竹書房,バンブーコミックス,どうしたら幼馴染の彼女になれますか！？（２）,矢坂しゅう,803,
17,竹書房,バンブーコミックス,セクサロイドにAIをこめて（２）,吉舎和幸,781,
17,竹書房,バンブーコミックス,無口な宮下さんの色欲チャンネル（１）,みつどうえ,803,
17,竹書房,バンブーコミックス,31番目のユーリ（３）,くりきまる,803,
17,竹書房,バンブーコミックス,夫婦ならどこへでも（２）,カヅチ,803,
17,竹書房,バンブーコミックス,うちの会社の小さい先輩の話（６）,斎創,803,
17,竹書房,バンブーコミックス,彼女召喚しました！？（３）,わたりさえ,803,
17,竹書房,バンブーコミックス,戦姫完食シンフォギア～調めし～（３）,つたの葉／Ｐｒｏｊｅｃｔ　シンフォギアⅩⅤ,803,
17,竹書房,バンブーコミックス,よそじとふたごのメシ事情（１）,小坂俊史,990,
17,竹書房,バンブーコミックス,今泉ん家はどうやらギャルの溜まり場になってるらしい～DEEP～（２）,のり伍郎,803,
17,竹書房,バンブーコミックス,約束の場所へ　～或る少女の供述～（３）,Ｍｏａｉｄｅａｓ・張恆／ｍｏｎｏｎｏｆｕ,803,
17,竹書房,バンブーコミックス,中原くんの過保護な妹（９・完完）,ほっぺげ,1023,
17,竹書房,バンブーコミックス,どうやら恋したみたいです。,山口すぐり,858,
17,竹書房,バンブーコミックス,ふれあいレッスン契約（１）,ＭＡＥ,792,
17,竹書房,バンブーコミックス　Qpaコレクション,クロ、お嫁さんよ,高橋なめ子,858,
17,竹書房,バンブーコミックス　Qpaコレクション,イノセントにくちづけ,さきしたせんむ,847,
20,竹書房,バンブーコミックス,年上同級生にBL（こい）してる,八屋りょうすけ,792,
27,竹書房,バンブーコミックス,めんつゆひとり飯（６）,瀬戸口みづき,913,
27,竹書房,バンブーコミックス　アメイロ,狂い鳴くのは僕の番：Re【小冊子付き初回限定版】（１）,楔ケリ,1089,
27,竹書房,バンブーコミックス　麗人セレクション,人魚と王子とウソツキ悪魔（１）,ときしば,803,
27,竹書房,バンブーコミックス　麗人セレクション,アダムとイブになれない僕ら,南国ばなな,814,
12,大都社,DaitoComics／TLシリーズ,大嫌いな旦那さまに溺愛されてます（４）　ドSな社長と政略結婚,新薫,770,
12,大都社,DaitoComics／TLシリーズ,絶倫ドS魔術師アークと私の専属契約書（６）,ざわっこ,770,
12,大都社,DaitoComics／ホラーシリーズ,前世療法の現場で見る怖い話　ペットソウルメイト,桜ゆう／油豆,880,
25,大都社,DaitoComics／YLシリーズ,部長から義兄そして恋人（１）,ざわっこ,770,
25,大都社,DaitoComics／ペットシリーズ,ざんねん！ねこ旅館（３）,桑田乃梨子,990,
25,大都社,DaitoComics／マカロンリンクスBLシリーズ,恋するビッチのとろ穴事情（３）,一等米,836,
7,宝島社,このマンガがすごい！comics,竜の子を産んだら離縁されたので森で隠居することにしました,藍田鳴／柏てんほか,810,
6,大誠社,Only Lips comicsめちゃコミックオリジナル,男友達が激甘カレシになりました,御徒町鳩,730,
1,TOブックス,コロナ・コミックス,おっさん、勇者と魔王を拾う＠COMIC（６）,白川祐,704,
1,TOブックス,コロナ・コミックス,不遇職の弓使いだけど何とか無難にやってます＠COMIC（３）,成瀬真琴,704,
1,TOブックス,コロナ・コミックス,Nostalgia world online～首狩り姫の突撃！　あなたを晩ご飯！～＠COMIC,葉星ヒトミ,704,
1,TOブックス,コロナ・コミックス,餓死転生　～奴隷少年は魔物を喰らって覚醒す！～　第二部（２）,麻日隆,704,
1,TOブックス,コロナ・コミックス,ダンス　イン　ザ　ヴァンパイアバンド　エイジ　オブ　スカーレット　オーダー（12）,環望,858,
14,TOブックス,コロナ・コミックス,ティアムーン帝国物語＠COMIC（６）,杜乃ミズ,704,
14,TOブックス,コロナ・コミックス,バッドエンド目前のヒロインに転生した私、今世では恋愛するつもりがチートな兄が離してくれません！？@COMIC（２）,七星郁斗,704,
14,TOブックス,コロナ・コミックス,リタイヤした人形師のMMO機巧叙事詩＠COMIC（４）,いづみやおとは,704,
14,TOブックス,コロナ・コミックス,英雄魔術師はのんびり暮らしたい＠COMIC（６）,福成冠智,704,
14,TOブックス,コロナ・コミックス,#壊れた地球の歩き方＠COMIC（２）,あきづき弥,704,
13,徳間書店,リュウコミックス,女王錬金術師と下僕弟子（１）,河原シノ,792,
13,徳間書店,リュウコミックス,災い狐のくずれちゃん（５）,うかんむり,792,
13,徳間書店,リュウコミックス,パッチワークス・パスウェイ（４・完完）,才谷屋龍一／Ｍ．ＷＯＬＥＶＲＩＮＥ,990,
13,徳間書店,リュウコミックス,ブルターニュ花嫁異聞（２）,武原旬志,792,
25,徳間書店,Charaコミックス,にぶんのいっぽ,松吉アコ,770,
25,徳間書店,Charaコミックス,コワモテくんと推し活,森キヨウ,748,
25,徳間書店,Charaコミックス,恋をするなら二度目が上等（３）,木下けい子,726,
7,日本文芸社,コミックヘヴン,青春は変態（２）,山本中学,1100,
7,日本文芸社,ニチブン・コミックス,ミナミの帝王（170）,天王寺大／郷力也,814,
18,日本文芸社,ニチブン・コミックス,秘匿夫婦～クピドの悪戯～（４）,北崎拓,825,
18,日本文芸社,ニチブン・コミックス,一級建築士矩子の設計思考（２）,鬼ノ仁,814,
18,日本文芸社,ニチブン・コミックス,闇んドル☆光ちゃん（１）,小谷真倫,814,
28,日本文芸社,コミックヘヴン,お気の毒ですが、冒険の書は魔王のモノになりました。（12）,ＫＡＫＥＲＵ／サイトウミチ,990,
28,日本文芸社,コミックヘヴン,彼女とつーぴー（３）,森井暁正,858,
28,日本文芸社,ニチブン・コミックス,戸村助教授のアソビ（２）,都伊カオル／富田童子,990,
28,日本文芸社,ニチブン・コミックス,ピエロマン（２）,本田真吾／高橋伸輔,814,
28,日本文芸社,ニチブン・コミックス,ヤドリギサマ（１）,沖田龍児,814,
14,LINE Digital Frontier発行／日販アイ・ピー・エス発売,LINEコミックス,クレバテス　―魔獣の王と赤子と屍の勇者―（６）,岩原裕二,638,
24,viviON,viviON THOTH PILLOW,燕嵐閨中顧話,コナ,800,
24,viviON,viviON THOTH PILLOW,片葩の桜,米田ポロリス,800,
25,viviON,viviON THOTH BLANKET,わるいこと、教えてください,藤咲ねねば,800,
18,Jパブリッシング,G-Lish Comics,まやかしの愛でみたしてよ,鳥生莉世,770,
18,Jパブリッシング,G-Lish Comics,ミッドナイト・トレーニング・アワー,タダノヤス,770,
20,Jパブリッシング,FK comics,転生伯爵令嬢は王子様から逃げ出したい（２）,椎名秋乃／月神サキほか,770,
25,Jパブリッシング,arca comics,失恋小説家の恋,こめり,770,
25,Jパブリッシング,arca comics,結び目をほどいたら,壱ぼむ,825,
11,ハーパーコリンズ・ジャパン,ハーレクインコミックス・キララCMK／ハーレクインコミックス・キララ,魅せられた富豪,麻生歩／リン・グレアム,690,
11,ハーパーコリンズ・ジャパン,ハーレクインコミックス・キララCMK／ハーレクインコミックス・キララ,傷心のハネムーン,一重夕子／メイシー・イエーツ,690,
11,ハーパーコリンズ・ジャパン,ハーレクインコミックス・キララCMK／ハーレクインコミックス・キララ,愛なき結婚指輪,日高七緒／モーリーン・チャイルド,690,
11,ハーパーコリンズ・ジャパン,ハーレクインコミックス・キララCMK／ハーレクインコミックス・キララ,愛なきアポロと小さな命,岸田黎子／メイシー・イエーツ,690,
12,ハーパーコリンズ・ジャパン,ルネッタコミックスCMLB／ルネッタコミックス,甘党御曹司は看板娘を絶対に逃がさない　栗かのこの恋わずらい,みつき和美／東万里央,699,
17,ハーパーコリンズ・ジャパン,プティルコミックスCMPTR／プティルコミックス,椎名さん、沼ってます。（２）,あめこ,790,
17,ハーパーコリンズ・ジャパン,プティルハニーコミックスCMPTH／プティルハニーコミックス,1日1回、果てるまで…飢えた絶倫オジサマは私を貪り尽くす（３）,稲本いねこ,710,
17,ハーパーコリンズ・ジャパン,マーマレードコミックスCMMBL／マーマレードコミックス,年の差溺愛～17歳年上のオジサマCEOが放してくれません～（１）,神無月なな／斉河燈,693,
17,ハーパーコリンズ・ジャパン,マーマレードコミックスCMMBL／マーマレードコミックス,独占愛欲～地味で冴えない私がエリート社長の花嫁に任命されました～（１）,やもり四季。／有允ひろみ,693,
17,ハーパーコリンズ・ジャパン,マーマレードコミックスCMMBL／マーマレードコミックス,次期ホテル王の求愛が甘くて、ずるくて、逆らえません（１）,紺子ゆきめ／宇佐木,693,
17,ハーパーコリンズ・ジャパン,乙女ドルチェ・コミックスCMOD／乙女ドルチェ・コミックス,十番目の姫ですが、隣国王子の婚約者のフリをしています,メアリィ／火崎勇,693,
17,ハーパーコリンズ・ジャパン,乙女ドルチェ・コミックスCMOD／乙女ドルチェ・コミックス,腹黒貴公子の甘い策略,サクヤカイシ／蜜乃雫,693,
24,ハーパーコリンズ・ジャパン,ハーレクインコミックス・エクストラCMEX／ハーレクインコミックス・エクストラ,ウエディングドレスの魔法,秋元奈美／キャット・キャントレル,990,
5,一二三書房,ラワーレコミックス,悪役令嬢に転生したはずが、主人公よりも溺愛されてるみたいです（２）,九田こすも／菜々,792,
10,双葉社,チルシェコミックス,Fall in Heat バースBLアンソロジー,アンソロジー,990,
10,双葉社,マージナルコミックス,Fall in Heat バースBLアンソロジー　人外ver,アンソロジー,990,
10,双葉社,モンスターコミックスf,厳つい顔で凶悪騎士団長と恐れられる公爵様の最後の婚活相手は社交界の幻の花でした（２）,如月清華／サヤマカヤ,748,
10,双葉社,モンスターコミックスf,騎士団長の息子は悪役令嬢を溺愛する（３）,みよしろ圭／サウスのサウス（ツギクル）,748,
10,双葉社,モンスターコミックスf,騙され裏切られ処刑された私が……誰を信じられるというのでしょう？（４）,ＡＭＡＯ／榊万桜,748,
10,双葉社,モンスターコミックスf,勿論、慰謝料請求いたします！（６）,無糖党／ｓｏｙ,748,
10,双葉社,モンスターコミックスf,錬成師アリアは今日も頑張ります　妹に成果を横取りされた錬成師の幸せなセカンドライフ（２・完完）,エモ／日之影ソラ,748,
10,双葉社,モンスターコミックスf,行き遅れ聖女の幸せ（３・完完）,眠井フジ／硝子町玻璃,792,
10,双葉社,猫またはごはんを。,湖西晶,990,
12,双葉社,アクションコミックス,んじゃま、ここらでお茶にしましょうか。,胡桃ちの,990,
12,双葉社,アクションコミックス,極限夫婦（１）,きづきあきら／サトウナンキ,704,
12,双葉社,アクションコミックス／（月刊アクション）,かくして！マキナさん！！（１）,里好,704,
12,双葉社,黒と誠　 本の雑誌を創った男たち（２）,カミムラ晋作,1430,
14,双葉社,モンスターコミックス,冒険家になろう！～スキルボードでダンジョン攻略～（８）,栗山廉士／萩鵜アキ,748,
14,双葉社,モンスターコミックス,異世界最強の嫁ですが、夜の戦いは俺の方が強いようです　知略を活かして成り上がるハーレム戦記（１）,ありのかまち／シンギョウガク,748,
14,双葉社,モンスターコミックス,黒豚王子は前世を思いだして改心する　悪役キャラに転生したので死亡エンドから逃げていたら最強になっていた（１）,吠えるタロウ／少年ユウシャ,748,
14,双葉社,モンスターコミックス,おっさん底辺治癒士と愛娘の辺境ライフ～中年男が回復スキルに覚醒して、英雄へ成り上がる～（６）,空賀ミガク／飯田栄静,748,
14,双葉社,モンスターコミックス,転生したけどチート能力を使わないで生きてみる（３・完完）,トトキハルキ／大邦将人（ツギクル）,792,
14,双葉社,モンスターコミックス,魔法学園の大罪魔術師（４・完完）,和咲福朗／楓原こうた,792,
14,双葉社,モンスターコミックス,宝くじで40億当たったんだけど異世界に移住する～マリーのイステリア商業開発記～（６・完完）,尺ひめき／すずの木くろ,792,
17,双葉社,ジュールコミックス,恋しちゃいけない花風くん（２）,上森優／ももしろ,704,
27,双葉社,アクションコミックス,極限夫婦（２）,きづきあきら／サトウナンキ,704,
27,双葉社,アクションコミックス,1936-2021 古谷三敏メモリアルセレクション～そしてまた、BARレモン・ハートで乾杯を～,古谷三敏,990,
27,双葉社,アクションコミックス,お忍び同棲（１）,ぽんとごたんだ,704,
27,双葉社,アクションコミックス,桐谷さん　ちょっそれ食うんすか！？（15）,ぽんとごたんだ,704,
27,双葉社,アクションコミックス,死にたいと言ってください―保健所こころの支援係―（２）,中原ろく／松本俊彦,726,
27,双葉社,アクションコミックス,ヤバマン　サレ妻の秘密の離婚準備（２）,えりちん／カンバラノリオ,737,
27,双葉社,アクションコミックス,バツイチがモテるなんて聞いてません（２）,亀奈ゆう／ＣＯＭＩＣ　ＲＯＯＭ,726,
27,双葉社,アクションコミックス,いとなみいとなめず（８）,水瀬マユ,704,
27,双葉社,アクションコミックス,エイジング―80歳以上の若者が暮らす島―（８）,友野ヒロ,726,
28,双葉社,モンスターコミックス,勇者になれなかった三馬鹿トリオは、今日も男飯を拵える。（２・完完）,亀吉いちこ／くろぬか,792,
28,双葉社,モンスターコミックス,農民関連のスキルばっか上げてたら何故か強くなった。（10）,樽戸アキ／しょぼんぬ,748,
28,双葉社,モンスターコミックス,ポイントギフター《経験値分配能力者》の異世界最強ソロライフ～ブラックギルドから解放された男は万能最強職として無双する～（２）,日野彰／九十九弐式／すかいふぁーむ,748,
28,双葉社,モンスターコミックス,僕のかわいい娘は双子の賢者～特技がデバフの底辺黒魔導士、育てた双子の娘がSランクの大賢者になってしまう～（４）,浅野五時／メソポ・たみあ（ツギクル）,748,
28,双葉社,モンスターコミックス,雑用付与術師が自分の最強に気付くまで（４）,アラカワシン／戸倉儚,748,
28,双葉社,モンスターコミックス,異世界でもふもふなでなでするためにがんばってます。（11）,高上優里子／向日葵,748,
28,双葉社,谷口ジローコレクション　【第三期】　シートン　旅するナチュラリスト　第3章　サンドヒル・スタッグ,谷口ジロー／今泉吉晴,4290,
24,二見書房,シャレードコミックス,プロポーズは花束を持って,海行リリ／夢乃咲実,748,
26,文藝春秋,コミック　鬼平犯科帳（118）,さいとう・たかを／池波正太郎,748,
26,文藝春秋,俺、勇者じゃないですから。（４）　VR世界の頂点に君臨せし男。転生し、レベル1の無職からリスタートする,心音ゆるり／伊咲ウタ,858,
12,フロンティアワークス,アリアンローズコミックス,婚約破棄の次は偽装婚約。さて、その次は……。（２）,タナ／瑞本千紗,693,
14,フロンティアワークス,リラクトコミックス,タヌキとキツネ（９）,アタモト,990,
18,フロンティアワークス,FWコミックスオルタ,服飾師ルチアはあきらめない　～今日から始める幸服計画～（２）,臼土きね／甘岸久弥,759,
21,フロンティアワークス,ダリアコミックス,未熟なΩは陽だまりで恋を知る,園瀬もち,770,
21,フロンティアワークス,ダリアコミックス,今日、好きっていいます,ちゃのき杏,770,
21,フロンティアワークス,ダリアコミックス,甘くて熱くて息もできない（２）,蜂巣,825,
12,フレックスコミックス,フレックスコミックス,300年引きこもり、作り続けてしまった骨董品《魔導具》が、軒並みチート級の魔導具だった件（５）,うさぺんぎん／空地大乃,770,
12,フレックスコミックス,メテオCOMICS,でこぼこ魔女の親子事情（５）,ピロヤ,737,
14,フレックスコミックス,フレックスコミックス　エトワール,「くじ」から始まる婚約生活～厳正なる抽選の結果、笑わない次期公爵様の婚約者に当選しました～（１）,秋風きのこ,770,
14,フレックスコミックス,フレックスコミックス　エトワール,あざ婚～あの子が結婚できない理由～（２・完完）,アン・ミツコ,737,
14,フレックスコミックス,ポラリスCOMICS,仲が悪いのもお仕事です（２）,おりがみちよこ,737,
24,復刊ドットコム,鉄人28号　《オリジナル版》（13）,横山光輝,5170,
24,復刊ドットコム,小さな巨人　ミクロマン　マグネパワーズ編＋レッドパワーズ編（上）,松本久志,3300,
6,プランタン出版発行／フランス書院発売,オパールCOMICS,浅葉先生の一途な純愛　（仮）,さわこ,未定,
28,プランタン出版発行／フランス書院発売,Canna Comics,ひだまりが聴こえる―春夏秋冬―（２）　（仮）,文乃ゆき,未定,
28,プランタン出版発行／フランス書院発売,Canna Comics,ライオンハーツ　（仮）,三田織,未定,
28,プランタン出版発行／フランス書院発売,Canna アンソロジー,オリジナルボーイズラブアンソロジーCanna（89）　（仮）,安寧／いちのほか,未定,
20,ブライト出版,B.Pilz COMICS,ドラマにならない僕らの話,河飯じろう,810,
20,ブライト出版,Tulle Comics,ケダモノたちの花に嵐,くら毛,730,
20,ブライト出版,ラブコフレコミックス,昨日よりたべてもいいですか？,Ｓｏｕｔｈ,840,
24,ふゅーじょんぷろだくと,POE BACKS,BABY（58）,アンソロジー,1078,
24,ふゅーじょんぷろだくと,POE BACKS／ザ　オメガバースプロジェクト　コミックス,異世界出張で運命の王子に出会いました,三乗あき,770,
24,ふゅーじょんぷろだくと,POE BACKS／ザ　オメガバースプロジェクト　コミックス,蜘蛛神さまのΩ（上）,山冨,770,
24,ふゅーじょんぷろだくと,POE BACKS／ザ　オメガバースプロジェクト　コミックス,蜘蛛神さまのΩ（下）,山冨,770,
24,ふゅーじょんぷろだくと,POE BACKS／ザ　オメガバースプロジェクト　コミックス,結婚なんてしてあげない,桃宮ちょこ,770,
24,ふゅーじょんぷろだくと,POE BACKS／ザ　オメガバースプロジェクト　コミックス,私立帝城学園　―四逸―（５）,夏下冬,770,
24,ふゅーじょんぷろだくと,POE BACKS／ザ　オメガバースプロジェクト　コミックス,有休オメガ　子守唄,藤峰式,825,
24,ふゅーじょんぷろだくと,POE BACKS／ザ　オメガバースプロジェクト　コミックス,Ωにだけはなりたくない！！　～異世界転生したら姉のBL漫画の中でした～（３）,潜えむ,770,
5,ぶんか社,BKコミックス,転生した受付嬢のギルド日誌（５）,桝多またたび／Ｓｅｉｃａ,715,
10,ぶんか社,RK COMICS COMIC RAKUU,楽兎学園催眠部,松本ミトヒ。,770,
17,ぶんか社,ぶんか社コミックス　PRIMO COMICS,今日のぽよるし（１）　君に恋して　きみが生まれて,るしこ,1200,
17,ぶんか社,ぶんか社コミックス／蜜恋ティアラシリーズ,篠崎さんと、はじめての×××,夏川アヤネ,770,
17,ぶんか社,ぶんか社コミックス／蜜恋ティアラシリーズ,野獣シークと奴隷契約しました。（11）,環レン,770,
28,ぶんか社,ぶんか社コミックス　Sgirl Selection,墨入り幼なじみの束縛がツライ（１）,愛染マナ,781,
28,ぶんか社,ぶんか社コミックス　Sgirl Selection,溺愛セックスメソッド　エリート彼は甘すぎ性獣、ときどきウザい（１）,粒杏だいふく,781,
1,芳文社,まんがタイムKRコミックス,マギア☆レポート（６）,Ｍａｇｉｃａ　Ｑｕａｒｔｅｔ／ＰＡＰＡ,1100,
1,芳文社,芳文社コミックス／FUZコミックス,心の声が漏れやすいメイドさん（６）,ぎんもく,748,
1,芳文社,芳文社コミックス／FUZコミックス,きららファンタジア（５）,きららファンタジア製作委員会／鴻巣覚,748,
1,芳文社,芳文社コミックス／FUZコミックス,1Fの騎士（３）,たけうちホロウ,748,
1,芳文社,芳文社コミックス／FUZコミックス,妻が完璧すぎるので、ちょっと乱していいですか？（２）,あきばるいき,748,
5,芳文社,花音コミックス,叔父さん、俺に恋してください,夏凪裕,847,
5,芳文社,花音コミックス,ケンカするほど仲がイイとは言うけれど,富塚ミヤコ,825,
6,芳文社,まんがタイムコミックス,菓子男リノベーション（２）,胡桃ちの,825,
6,芳文社,まんがタイムコミックス,ラブアマ（２・完完）,有村唯,825,
6,芳文社,まんがタイムコミックス,おだまき君の道草ごはん（１）,佐倉色,825,
12,芳文社,まんがタイムKRコミックス／フォワードコミックス,球詠（13）,マウンテンプクイチ,726,
12,芳文社,まんがタイムKRコミックス／フォワードコミックス,ももいろモンタージュ（２）,まめ猫,726,
12,芳文社,まんがタイムKRコミックス／フォワードコミックス,映画『ゆるキャン△』公式ガイドブック　キャンプ場取材記録,あｆろ／まんがタイムきらら,3300,
14,芳文社,芳文社コミックス,神様のバレー（31）,渡辺ツルヤ／西崎泰正,704,
14,芳文社,芳文社コミックス,村祀り（17）,木口銀／山口譲司,704,
14,芳文社,芳文社コミックス,めぐる未来（４）,辻やもり,704,
14,芳文社,芳文社コミックス,17歳からやり直すプロポーズ（３）,板場広志,704,
27,芳文社,まんがタイムKRコミックス,城下町のダンデライオン（７）,春日歩,990,
27,芳文社,まんがタイムKRコミックス,ごきげんよう、一局いかが？（１）,卯花つかさ,990,
27,芳文社,まんがタイムKRコミックス,メイドさんはハジメテの友達（１）,相馬一,968,
27,芳文社,芳文社コミックス／FUZコミックス,恋文と13歳の女優（１）,じゃが,748,
27,芳文社,芳文社コミックス／FUZコミックス,IDOL×IDOL STORY！（１）,得能正太郎,792,
27,芳文社,芳文社コミックス／FUZコミックス,Psycho-Party（１）,ナガサワヒロ,748,
1,ホビージャパン,HJコミックス,役立たずと言われ勇者パーティを追放された俺、最強スキル《弱点看破》が覚醒しました（１）,春夏冬唯人／迅空也,748,
1,ホビージャパン,HJコミックス,紙山さんの紙袋の中には（２）,江戸屋ぽち／江ノ島アビス,748,
1,ホビージャパン,HJコミックス,新米オッサン冒険者、最強パーティに死ぬほど鍛えられて無敵になる。（７）,荻野ケン／岸馬きらく,748,
1,ホビージャパン,HJコミックス,魔王を討伐した豪腕勇者、商人に転職す（２）,表野まつり／柊遊馬,748,
1,ホビージャパン,HJコミックス,百錬の覇王と聖約の戦乙女（７）,ｃｈａｎｙ／鷹山誠一,748,
10,マイクロマガジン社,コミックELMO,＃神奈川に住んでるエルフ（３）,鎧田,897,
10,マイクロマガジン社,コミックELMO,KILLER’S HOLIDAY（５）,松（Ａ・ＴＹＰＥｃｏｒｐ．）,1100,
27,マイクロマガジン社,ライドコミックス,暴食のベルセルク　～俺だけレベルという概念を突破する～　THE COMIC（10）,滝乃大祐／一色一凛,748,
27,マイクロマガジン社,ライドコミックス,元最強の剣士は、異世界魔法に憧れる　THE COMIC（８）,天乃ちはる／紅月シン,748,
27,マイクロマガジン社,ライドコミックス,異世界転移したら愛犬が最強になりました　～シルバーフェンリルと俺が異世界暮らしを始めたら～　THE COMIC（３）,一花ハナ／龍央,748,
10,マッグガーデン,BLADEコミックス,Colori Colore Creare（２）,天野こずえ,715,
10,マッグガーデン,BLADEコミックス,インチキ聖女と言われたので、国を出てのんびり暮らそうと思います（２）,朱子すず／日之影ソラほか,693,
10,マッグガーデン,BLADEコミックス,不遇スキルの支援魔導士　～パーティーを追放されたけど、直後のスキルアップデートで真の力に目覚めて最強になった～（３）,本山とらじろう／おしるこ入りの缶ジュースほか,693,
10,マッグガーデン,BLADEコミックス,龍馬が戦国をゆく（２）,沢田ひろふみ／瀧津孝,792,
